reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentimen
a6a1f2f6-8a1b-4d08-ac14-9a75807fd9cc,Athalla zhafran arkananta,https://play-lh.googleusercontent.com/a-/ALV-UjUhK46peBVFQ-91j2Z18RA9XNX9sKXf2_PZgQMcpH8ynmsrdA,Dasar plagiat,1,0,9.4.1.3,2024-06-29 23:29:00,,,9.4.1.3,0.0
62249e89-57a1-473a-adee-099a93046651,Ahnaf,https://play-lh.googleusercontent.com/a-/ALV-UjWSNMQqvzJscdN0DvCflujztVQZp6g7KMsI74HCtHCt3_3bFUyj,Tolong min jaringannya lebih ditingkatkan lagi soalnya aku main pakai wifi tapi kok masih lag padahal jaringan wifi udah stabil..... Itu aja sih min selebihnya udah mantep kok,5,0,9.4.1.4,2024-06-29 23:28:00,,,9.4.1.4,0.0
d529f88d-4e6a-444f-8b2b-29c7b162c69e,Gar Tegar,https://play-lh.googleusercontent.com/a-/ALV-UjVaED2fTM2GVLixgrM_rUM4c_sbLyuYdhYwp28piVf1-7demp8,game niru,1,0,,2024-06-29 23:28:00,,,,0.0
209b134b-0be8-4a1d-b979-a7869d397cf9,Abdul Hafid,https://play-lh.googleusercontent.com/a/ACg8ocKryhjTUF-wuOp5mPxeyBCyc3TLZGcvGBYHIshfgzxuPEyPzg=mo,Hero heronya dapat dari aov cuman ganti nama doang,1,0,,2024-06-29 23:27:00,"Hai pemain, 
HOK dan AOV adalah game MOBA 5v5 yang dikembangkan oleh Timi Studio, yang merupakan produk berbeda yang berasal dari IP HOK yang sama. Bertujuan untuk memenuhi beragam kebutuhan pemain di pasar global, keduanya menawarkan gaya dan pengalaman berbeda dalam hal visualisasi, gameplay, dan interaksi sosial.
David
Tim Litbang HoK",6/30/2024 7:46,,0.0
d18b6654-04cf-48ca-afb9-ea8e856f732f,Juny Andre,https://play-lh.googleusercontent.com/a/ACg8ocL7kbcKA_A3WdV1xtATyMgcCXfMQajIGAu78_e7eQkTm2N-bA=mo,Iklannya terlalu mengganggu game lain,1,0,,2024-06-29 23:27:00,,,,0.0
3c6e6c3e-1145-4d5e-bb5b-44621152a871,Anggi Yanwar,https://play-lh.googleusercontent.com/a/ACg8ocJzB7J4naJxU7rDwt6ayEojrirv3VHL3PjziKYmVbyZ5Woskfo=mo,masih bingung,5,0,9.4.1.3,2024-06-29 23:25:00,,,9.4.1.3,0.0
bced72c1-eeb1-43d5-8285-d79944bd63a7,Fegio Ralns_,https://play-lh.googleusercontent.com/a-/ALV-UjV9-OeYgK8i-Y0BnPq5uJWWW-rMptlqArb2dS5KKJN56ZhRCKmE,ok,5,0,9.4.1.3,2024-06-29 23:22:00,,,9.4.1.3,1.0
e8458fd1-f2cb-49b4-884e-4e777ff50f9f,aisyah rahma,https://play-lh.googleusercontent.com/a-/ALV-UjWW-sY0Iah7Dvd7r9cFGwvQ1YD7pUK_8PilGbp7i6kRVssnB26u,Game niruin Mobilr legends awokawokawok,1,0,,2024-06-29 23:22:00,,,,0.0
9e7fd05f-129f-4f69-9b25-c7128fe3cf9c,Vepby Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocIlFMVmFmpBBDUqLLB7kNy9KPOrdgoH-m1Aaik0hmtTZWdrQg=mo,"heh bodoh yg buat game, tau diri lah anjingg, masih pangkat rendah ngasih tim bot, ngasih lawan pro player, dimana letak akalnya coba, hadeh pikirlah ANJINGGG , bocil aru main game ini gk usah pada download lh, main berbi aja udh, sok"" nyoba game baru, main skill gk ada sama sekali hadeh, ngabis'sin batre aja pikir"" lh ngasih tim woi yg buat game ANJINGGGGG BODOH APA GIMANAA MASIH PANGKAT RENDAH LO KONTOLLLL DIKASIH TIM KROCO LAWAN PRO PLAYERR HADEHHH ANJINGGGG",1,0,9.4.1.3,2024-06-29 23:21:00,,,9.4.1.3,0.0
d32a8de0-f49e-410e-8d08-40063dc69f49,GKL•VENOM,https://play-lh.googleusercontent.com/a/ACg8ocLyshVqUUt-NHXLJP7eMA0sG0Ss507-Ifpk9HYS7gPWUTDwyw=mo,Lumayan memuaskan game nya juga bagus mantap sih ini,5,0,9.4.1.4,2024-06-29 23:21:00,,,9.4.1.4,1.0
def48d4e-0c81-4551-83a7-bdf753d5da36,Amirsus,https://play-lh.googleusercontent.com/a-/ALV-UjVpUEtxLzzCRMxaqZLxKocdnd8cj_D_CebMKvZMmvnSy6dhVQk,Keren sekali. Hero banyak dan desain skin menarik. Banyak gratisan. Ayo main bareng semuanya,5,2,9.4.1.4,2024-06-29 23:21:00,,,9.4.1.4,1.0
73a9e602-e0a6-4fd8-9788-463d6b1d2883,Mustakim Kim,https://play-lh.googleusercontent.com/a/ACg8ocKnx2ovVkj3Jg3_AtjOYjP1C_h4Z0FZeG11k2rcowYPlHG3WQ=mo,seru banget game nya,5,0,9.4.1.4,2024-06-29 23:19:00,,,9.4.1.4,1.0
1054c75c-ca1c-481b-b2cc-0e8d5c2b123f,Satu kan,https://play-lh.googleusercontent.com/a-/ALV-UjXVkkAECi-MVNswK7GKG5um0nA673IIPFzqeYWflhwDw-4h5i7c,Tetap semangat untuk menyaingi monton🗿,5,0,,2024-06-29 23:18:00,,,,1.0
2ed2c167-b8f9-487d-9d5b-ccc97bd0e80a,Riyan Kruger,https://play-lh.googleusercontent.com/a/ACg8ocIyKwQW467EeLJtjsu-SMR8qEM2-F7JU432mPfkOv48tD7Mkw=mo,Hasil akhir tidak sesesui harus nya saya mendapat mvp dengan kda tertinggi,2,0,9.4.1.3,2024-06-29 23:16:00,"Nilai MVP tidak hanya tergantung pada nilai absolut data match tunggal, tetapi juga tergantung pada data pemain lain yang ada rank yang sama, durasi yang sama, dan menggunakan hero yang sama. Skor kinerja setiap dimensi tergantung pada Anda lampau berapa banyak pemain yang menggunakan hero yang sama dan memiliki rank yang mendekati Anda.",6/30/2024 10:45,9.4.1.3,0.0
e96805c8-2abe-4119-b09c-b6820009fcca,crd cirutz,https://play-lh.googleusercontent.com/a/ACg8ocJNbSSCWqWuU74XOAAPJWDobZQTL1GAMgEATtQjaHP1OcLPHg=mo,Game burik mending mobile legen,1,0,,2024-06-29 23:16:00,,,,0.0
b9db0319-2f8b-4bf8-a45a-efadb3cba0dc,Joelz crime,https://play-lh.googleusercontent.com/a/ACg8ocJs_HYG-_JSv44MZJ4_zNQR6SjAcoYJiL3qOkqWzk3kj3qh8w=mo,ntappp,5,0,9.4.1.4,2024-06-29 23:16:00,,,9.4.1.4,1.0
a844212e-10d2-49b0-b8b2-c3f5cc183f52,Azya _09,https://play-lh.googleusercontent.com/a/ACg8ocKMUsxDmduPQll18AE_ykc1OZHr024ObT8AhUJV1jw8LjdFdw=mo,"aku senang sekali memainkan game ini, game ini mengasih skin² dari rare - legand dan itu gratis",5,0,9.4.1.4,2024-06-29 23:15:00,,,9.4.1.4,1.0
b329ba7e-ea47-43fa-b5e9-07f8f33eb42d,Moskov,https://play-lh.googleusercontent.com/a/ACg8ocIB7X4YCoo53vGgIQMLYVQPbpojcKwnb3yglt-hYhkgpySeGw=mo,Game plagiat,1,0,9.4.1.3,2024-06-29 23:14:00,,,9.4.1.3,0.0
8e8aebf5-0cc5-41df-ad99-3c3789855f44,Man Robbuka,https://play-lh.googleusercontent.com/a/ACg8ocJtagTGu4Cr8OayWw7DLNvJHGw9EMFZVabhK2uiQf5Ze2z2xg=mo,"keren game nya banyak skin skin keren,, :v",5,0,9.4.1.4,2024-06-29 23:12:00,,,9.4.1.4,1.0
1284b86d-be5b-4be9-ab14-3048e4bbe833,Surya Wijaksana,https://play-lh.googleusercontent.com/a/ACg8ocLIqH8FJG1CkGmiNudK1S6geU9Z5dDypy_57DH28ECbtniTuw=mo,keren,5,0,9.4.1.3,2024-06-29 23:12:00,,,9.4.1.3,1.0
3a4ada49-6024-4b43-a4cd-d2a9a64b9800,Yunc Hosizora (Yunc),https://play-lh.googleusercontent.com/a-/ALV-UjUoKuaiq5JzuOYpDtRJtAEkZK-AOUZUOvtQJ3SImi0WIY__NmbM,game kntl,1,0,,2024-06-29 23:10:00,,,,0.0
32613e7a-1dbf-4a16-b908-7cf0567e1917,Lintang Lintang,https://play-lh.googleusercontent.com/a/ACg8ocJm8Qq5BMl-Y8oVlm3GsCE6iYwBinyd8T1_Sbs1DcXAwkzxGQ=mo,sangat bagus,5,0,9.4.1.4,2024-06-29 23:09:00,,,9.4.1.4,1.0
a8562bff-1000-45ed-8116-7c184ed76261,Leni Trianah,https://play-lh.googleusercontent.com/a-/ALV-UjXM8RJp1xsaEdU_vn8YOxh8NUEX2QW8RAnV1j_lSvELK_Q4eKce,Geme plagiat,1,0,,2024-06-29 23:07:00,,,,0.0
1f068642-f4f3-4c23-8ed0-3beb3fc8a3b8,RANDI,https://play-lh.googleusercontent.com/a-/ALV-UjUaIseXs-c1WgrLen3vqaqHaiCEbBdZRotFmqh5S04hp_VWdS4r,Gem nya bagus,5,0,,2024-06-29 23:05:00,,,,1.0
1b7b153e-e50a-435f-a8b4-eaaa6dba72de,Copet Copet,https://play-lh.googleusercontent.com/a/ACg8ocLL4mQH_4g7tZ2WGY8XxuqaR733A9aW2IxQPZS7WG43yNRTVg=mo,Gem ini seberu bangett,5,0,,2024-06-29 23:04:00,,,,1.0
0caeed9e-99bc-4ab0-a312-b710039a9d14,Andi Muhammad Ichwan Chaerul A,https://play-lh.googleusercontent.com/a-/ALV-UjWRefyOezr4oXVlLq8J9njZuQEv43cZqdGh2D4-9JwZYewG-RCh,ok,5,0,9.4.1.3,2024-06-29 23:04:00,,,9.4.1.3,1.0
affed5d6-d89a-4679-9d94-ac75c6060c7c,Kanaya Priya,https://play-lh.googleusercontent.com/a-/ALV-UjUV18G4OTqwdSbkaXYyKN2W6ibXTw02HTmuwYQhY8Z12SjPTR4,Kenapa gw dapet tim dark sistem tim gw bot musuh gw gg semua ini gimana caranya gw menang ayolah yang bener aja males main,3,0,9.4.1.4,2024-06-29 23:03:00,,,9.4.1.4,0.0
aef653dd-f991-4497-8da2-0dbd73e642b6,Alna karisa Putri,https://play-lh.googleusercontent.com/a/ACg8ocIa1QJQD3Cr_FziO-GS_FoQuNVW0LpZvB9qOkLTTfp_uRRlxg=mo,Gem ini bagu dari penampilan nya juga bagus apalagi pas mainnnya jadi saya suka permainan ini,5,0,,2024-06-29 23:02:00,,,,1.0
0d5e3796-9190-46cb-bb59-bd982cf2bdf8,GHANI AKBAR,https://play-lh.googleusercontent.com/a/ACg8ocLxgswp6vV2a0cjikwWdRggLZOUgZB2X8ZTbqOJwtgH7TqXHw=mo,geme ini sangat seru,5,0,9.4.1.4,2024-06-29 23:01:00,,,9.4.1.4,1.0
13c66521-0995-416b-bbbb-8bb38ec584a7,Kira Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjVs-bOCLWDdOYI_TqgUdpQ3rcYJy2tjghxPhp-_M2AmJg_aYVI,bgus,5,0,9.4.1.3,2024-06-29 22:57:00,,,9.4.1.3,1.0
9dd4a866-d7c7-45f8-9680-0046c579804e,Muhammad Raihan,https://play-lh.googleusercontent.com/a-/ALV-UjVYCLI02KfKlEExOtAMmW6h_hVercz5CJnLQmt0agw0_JYIUlt2,bagus,4,0,9.4.1.4,2024-06-29 22:54:00,,,9.4.1.4,1.0
1f945115-dd19-49e0-b06a-7374d4dfe39a,Bara Fakhrizal Mubarak,https://play-lh.googleusercontent.com/a/ACg8ocIvA_Ftebu5kX7xRrVvKx3XxhB1__ayN3jXOHsEsau5iChw6Q=mo,seru nggak kaya mobile legend cacat,5,0,9.4.1.4,2024-06-29 22:52:00,,,9.4.1.4,1.0
7fecc001-a9ff-417c-8f6b-ed3310234599,mas I aja,https://play-lh.googleusercontent.com/a-/ALV-UjUERh19Fws2Th2W1NKAQ7SzOyZQcYdxF4vGrLwN6kMoenNVV5A,tak ada lawan mantaf,5,0,9.4.1.4,2024-06-29 22:52:00,,,9.4.1.4,1.0
b1377de2-4590-4fe0-ae85-357450292c8d,Landy Lamani,https://play-lh.googleusercontent.com/a/ACg8ocIrLQgSmHdHexh9k0AXBCCARM2QSS5aoIlBnO98fH8X8Qv0-iI=mo,"grafik oke, Skin banyak dan gratis untuk pemula, Tencent dabest lah",5,1,9.4.1.4,2024-06-29 22:51:00,,,9.4.1.4,1.0
d92af8de-24d1-4007-8da7-6427ddb8ef04,Azam zahran,https://play-lh.googleusercontent.com/a-/ALV-UjXYGin6Yr5aTXsi1EWDfWgKmovW4RR-bFSEJ_64gnPAk-tPjm8,Gamenya sih okelah bagus mirip ml aku kasih bintang 5,5,0,9.4.1.3,2024-06-29 22:47:00,,,9.4.1.3,1.0
7c0e485f-af0f-48ff-8906-d094cf83c4a9,Ahmad Hakim,https://play-lh.googleusercontent.com/a/ACg8ocJoEyQjy7Hf_FV_3MPZqcIzx00OhfgSWnVU7HX_TDnG0XgAbw=mo,mantap,5,0,9.4.1.4,2024-06-29 22:45:00,,,9.4.1.4,1.0
a57285b1-6821-422c-a360-1c136967ece6,Nur Mala,https://play-lh.googleusercontent.com/a/ACg8ocLGsB0cHs5kY9A4CJB97y5keN4mKLCltVz_lbeOyjsx-nLwqA=mo,Mending ml,1,0,,2024-06-29 22:44:00,,,,0.0
ed023ad5-af26-437b-945e-51c2fe55435b,Vladimir Hitler,https://play-lh.googleusercontent.com/a-/ALV-UjU3HNcECXIgh_vc0DTfICmOcBtonYlRnaD3ufIPxaY-EXEgH6Y,"gamenya sangat seru dibandingkan game sebelah, developer tidak pelit sama sekali, pokoknya mantap deh",5,0,9.4.1.3,2024-06-29 22:43:00,,,9.4.1.3,1.0
3f2e9013-988b-42a5-84d6-47a6dcb23501,RAMDAN SAPUTRA,https://play-lh.googleusercontent.com/a/ACg8ocIRl-4lyLzXX1iQeHjOoMbvFmvUNYHueQtAOKxYNfI9azEoEg=mo,keren gamenya dan seru,5,0,9.4.1.4,2024-06-29 22:43:00,,,9.4.1.4,1.0
12e8c2d3-dfc5-4691-a5bc-35b2e91a9c6b,Muhammad Rifqi,https://play-lh.googleusercontent.com/a/ACg8ocKPUk9CuRTCG5cFKQhcqepRcqYQNZkFHTUXyeqkY9dgpYo7Xg=mo,keren,5,0,9.4.1.3,2024-06-29 22:43:00,,,9.4.1.3,1.0
75ccbd4a-7c3c-4049-9ed8-165c2312af9d,Lymzx nih boz,https://play-lh.googleusercontent.com/a-/ALV-UjVd5rca2T9nM_MDcToTSrgCzVCcN8u8KRtBO2EhEAUY-H7yc_0,Agak ngeleg² kalo di pencet,3,0,9.4.1.4,2024-06-29 22:40:00,,,9.4.1.4,0.0
ca6dbe70-7312-450e-94ec-b61e545c046b,Tuan TigaBelas,https://play-lh.googleusercontent.com/a/ACg8ocIWu1dSYGTeSOvIL0IZUv8ojxZdYe536MLbfo7WizjKGac9Cg=mo,"Nama namah heronya gak jelas nama cina,coba cari nama yg global yg mudah di sebutin, ya oke lah buat bebepara Hero sejarah dan mitologi cina dengan nama cina nya. Lah ini banyak Hero yg bukan siapa siapa di cina dibikin Hero dengan nama cina 🥱",1,0,9.4.1.4,2024-06-29 22:39:00,,,9.4.1.4,0.0
b489b1d5-1cbf-4ff7-b3cc-f55d66de6fd9,Dede Ihsan,https://play-lh.googleusercontent.com/a/ACg8ocK5dBgo6Lx9RpouRxKZ1NUdAcQ8rMOAkB4Nt6LXt31Xgr8a5A=mo,Game sangat bagus saya sangat suka dengan game ini apa lagi dengan skin-skinnya,5,0,9.4.1.4,2024-06-29 22:37:00,,,9.4.1.4,1.0
9e185380-cbe8-4e0c-a176-483e4defccd2,Arya putra ramadan,https://play-lh.googleusercontent.com/a-/ALV-UjX_lzRE6FDnH01xkHN7r0YBMLLuyR-gKKQOa_RjSXf6hXwyuTJ1,"game amati tiru plek ketiplek aja bangga, minimal kalo bikin game yang kreatif dikit blok",1,1,,2024-06-29 22:36:00,,,,0.0
a4ddae3e-a575-4d3c-aa66-481162c5d49a,Eni Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjUqp3qXxWkfxJ9piNeLg_sOy9g5zT2Xmd6HbxSJ9PulUjtcXQ,Mantp,5,0,,2024-06-29 22:34:00,,,,1.0
f39cb1f8-5a10-40de-bdfa-2c027b191b48,Zone Ikhlas,https://play-lh.googleusercontent.com/a-/ALV-UjWg29cwiNXGPLF3TSNud5I23fHak6KEU4vFpBCXWT4fG1S8UrdN,Wow!!! belum sebulan rilis sudah jadi TOP 1 terpopuler.,5,0,9.4.1.4,2024-06-29 22:32:00,,,9.4.1.4,1.0
0d600823-b6e9-46a5-a2de-d75c713a393b,Adriansyah Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjWczquK8wB9MOC6nIcwCF1KwMESjDwMsbkDTEaI--S1NL0q8RJa,Game nya sangat keren dan bagus semoga kedepannya lebih bagus lagi hehehehe,5,0,9.4.1.4,2024-06-29 22:31:00,,,9.4.1.4,1.0
61c32835-47ec-4d00-a9bb-4e74d6c3a196,Nasi lemak Enak,https://play-lh.googleusercontent.com/a/ACg8ocJjUx3jGDFr3kM4dY83QpraoYrUopV469K6jr31GYNR7yR2=mo,aku suka banget,5,0,9.4.1.4,2024-06-29 22:30:00,,,9.4.1.4,1.0
9bb4a1a2-0b39-46c1-a3e0-fc5ed6c8f11f,bayu satria,https://play-lh.googleusercontent.com/a/ACg8ocK65GBIPQrGf5lQ5yMOcadQKurur9ReR6BEWYaRcf8z6r4LJA=mo,banyak hadiah,5,0,9.4.1.3,2024-06-29 22:26:00,,,9.4.1.3,1.0
9a548bdc-08f3-465b-85df-e4e925fba81b,Bayu Aprivo,https://play-lh.googleusercontent.com/a/ACg8ocJYbq2N-6Rep29AM_U31yzvM7WK4QDoB9h9K7fWB5WZRRSZpw=mo,mantap,3,0,9.4.1.4,2024-06-29 22:25:00,,,9.4.1.4,1.0
417583e4-359e-4c78-8be4-22aaf844a1e8,Sufyan Badrus sofi,https://play-lh.googleusercontent.com/a/ACg8ocLhEEiI-r-WW2x8Qo7wJuXRoyXqkoa2cXkJpQ9D86iUYUAmrQ=mo,Game grafik cakep Permainan mudah di mengerti Event nya ga logis banget sangat sangat menawan + jarang ada player toxic Nice game dev,5,0,9.4.1.4,2024-06-29 22:23:00,,,9.4.1.4,1.0
